0, 0.198478
1, 0.235943
2, 0.137007
3, 0.146813
4, 0.132549
5, 0.126397
6, 0.132772
7, 0.138863
8, 0.140790
9, 0.124433
10, 0.127965
11, 0.122928
12, 0.113535
13, 0.118683
14, 0.135442
15, 0.156520
16, 0.205089
